
0,0,0.0002508255,0
15,5,3.196829,4.788016
30,10,8.092696,8.408964
45,15,16.95474,10.15692
60,20,32.74205,10
75,25,57.71132,8.464097
90,30,89.99999,6.306723
105,35,122.2887,11.84974
120,40,147.2579,20
135,45,163.0453,30.47075
150,50,171.9073,42.04482
165,0,176.8032,0
0,0,0.0002508255,0
15,5,3.196829,4.788016
30,10,8.092696,8.408964
0,0,0.0002508255,0
15,5,3.196829,4.788016
30,10,8.092696,8.408964
0,0,0.0002508255,0
15,5,3.196829,4.788016
0,0,0.0002508255,0
15,5,3.196829,4.788016
30,10,8.092696,8.408964
45,15,16.95474,10.15692
60,20,32.74205,10
75,25,57.71132,8.464097
90,30,89.99999,6.306723
0,0,0.0002508255,0
15,5,3.196829,4.788016
30,10,8.092696,8.408964
45,15,16.95474,10.15692
60,20,32.74205,10
0,0,0.0002508255,0
15,5,3.196829,4.788016
30,10,8.092696,8.408964
45,15,16.95474,10.15692
0,0,0.0002508255,0
15,5,3.196829,4.788016
30,10,8.092696,8.408964
45,15,16.95474,10.15692
60,20,32.74205,10
75,25,57.71132,8.464097
90,30,89.99999,6.306723
105,35,122.2887,11.84974
120,40,147.2579,20
135,45,163.0453,30.47075
0,0,0.0002508255,0
15,5,3.196829,4.788016
30,10,8.092696,8.408964
0,0,0.0002508255,0
15,5,3.196829,4.788016
30,10,8.092696,8.408964
45,15,16.95474,10.15692
60,20,32.74205,10
0,0,0.0002508255,0
15,5,3.196829,4.788016
30,10,8.092696,8.408964
45,15,16.95474,10.15692
60,20,32.74205,10
0,0,0.0002508255,0
15,5,3.196829,4.788016
30,10,8.092696,8.408964
45,15,16.95474,10.15692
60,20,32.74205,10
75,25,57.71132,8.464097
90,30,89.99999,6.306723
105,35,122.2887,11.84974
120,40,147.2579,20
135,45,163.0453,30.47075
0,0,0.0002508255,0
15,5,3.196829,4.788016
30,10,8.092696,8.408964
45,15,16.95474,10.15692
60,20,32.74205,10
75,25,57.71132,8.464097
90,30,89.99999,6.306723
105,35,122.2887,11.84974
0,0,0.0002508255,0
15,5,3.196829,4.788016
30,10,8.092696,8.408964
45,15,16.95474,10.15692
60,20,32.74205,10
75,25,57.71132,8.464097
0,0,0.0002508255,0
15,5,3.196829,4.788016
30,10,8.092696,8.408964
0,0,0.0002508255,0
15,5,3.196829,4.788016
30,10,8.092696,8.408964
45,15,16.95474,10.15692
60,20,32.74205,10
75,25,57.71132,8.464097
90,30,89.99999,6.306723
105,35,122.2887,11.84974
120,40,147.2579,20
135,45,163.0453,30.47075
150,50,171.9073,42.04482
165,0,176.8032,0
180,5,179.9998,5
195,10,183.1962,9.576033
210,15,188.0915,12.61345
225,20,196.9524,13.54256
240,25,212.7371,12.5
255,30,237.7008,10.15692
270,35,269.9778,7.357844
285,40,302.2417,13.54256
300,45,327.1584,22.5
315,50,342.8348,33.85639
330,0,351.4622,0
345,5,355.8636,4.788016
360,10,358.0221,10
0,15,0.0002508255,15
15,20,3.196829,19.15207
30,25,8.092696,21.02241
45,30,16.95474,20.31383
0,0,0.0002508255,0
15,5,3.196829,4.788016
30,10,8.092696,8.408964
0,0,0.0002508255,0
15,5,3.196829,4.788016
30,10,8.092696,8.408964
45,15,16.95474,10.15692
60,20,32.74205,10
75,25,57.71132,8.464097
90,30,89.99999,6.306723
105,35,122.2887,11.84974
120,40,147.2579,20
135,45,163.0453,30.47075
150,50,171.9073,42.04482
165,0,176.8032,0
180,5,179.9998,5
195,10,183.1962,9.576033
210,15,188.0915,12.61345
225,20,196.9524,13.54256
240,25,212.7371,12.5
255,30,237.7008,10.15692
270,35,269.9778,7.357844
285,40,302.2417,13.54256
300,45,327.1584,22.5
315,50,342.8348,33.85639
330,0,351.4622,0
345,5,355.8636,4.788016
360,10,358.0221,10
0,15,0.0002508255,15
15,20,3.196829,19.15207
30,25,8.092696,21.02241
45,30,16.95474,20.31383
60,35,32.74205,17.5
75,40,57.71132,13.54256
90,45,89.99999,9.460085
105,50,122.2887,16.92819
120,0,147.2579,0
135,5,163.0453,3.385639
150,10,171.9073,8.408964
166.7675,5,177.232,4.834241
183.4331,10,180.6743,9.977333
304.9626,15,333.3052,8.371407
332.296,20,352.3488,17.25246
271.1553,25,272.5778,5.468904
231.1345,30,202.397,18.13336
312.8613,35,341.1008,22.81711
12.2189,40,2.53126,38.8665
183.5404,45,180.6956,44.89153
131.6041,50,160.1885,31.85076
130.4752,0,159.1535,0
75.93,5,59.55272,1.647682
351.5509,10,356.9996,9.86349
8.21653,15,1.649984,14.80628
28.81139,20,7.594956,17.04582
159.6024,25,175.3386,23.07539
282.2005,30,296.6183,9.353907
71.52341,35,51.10496,13.07087
4.164463,40,0.8203544,39.86665
282.4862,45,297.2038,14.15124
100.6799,50,113.4994,14.88892
59.08487,0,31.52658,0
145.6715,5,169.878,3.985005
99.83535,10,111.7168,2.901553
163.768,15,176.4909,14.25803
39.15747,20,12.85223,14.88729
88.34888,25,86.28343,5.562197
212.8363,30,189.3804,24.3759
168.2368,35,177.5732,34.07983
196.4779,40,183.5722,37.96257
299.0066,45,325.8036,21.98525
53.4242,50,24.77422,28.86077
301.7678,0,329.4656,0
255.4967,5,238.6802,1.668632
135.3842,5,163.3454,3.40816
9.863664,10,2.003415,9.814417
13.25089,15,2.772357,14.50136
17.38994,20,3.81366,18.86873
9.502316,25,1.924879,24.56912
185.5741,30,181.1033,29.82107
317.5305,35,344.7014,24.73129
113.3599,40,137.3653,17.01037
34.47223,45,10.19575,35.79684
304.7053,50,333.0113,27.75255
252.8903,5,233.6387,1.797631
71.01645,10,50.18027,3.786859
8.325063,15,1.672922,14.80116
158.6247,20,175.0434,18.31573
42.3914,25,15.00415,17.68778
142.9818,30,168.4239,23.04271
352.0769,35,357.0763,34.57951
92.27396,40,95.11598,9.08943
307.0127,45,335.5528,26.20826
335.5416,50,353.4533,44.56025
0,0,0.0002508255,0
36.78884,5,11.44579,3.85299
238.2288,10,210.4168,5.205721
303.0146,15,331.0139,8.026953
44.61651,20,16.65521,13.63246
273.507,25,277.8521,5.920801
0,0,0.0002508255,0
224.6653,5,196.6907,3.40526
191.6755,10,182.4063,9.740948
260.5745,15,249.1411,4.297467
14.44844,20,3.060689,19.21206
